145.26,87.43,56.27,50.74,3
150.04,88.59,123.2,40.64,2
154.49,88.92,120.34,49.19,2
149.91,88.47,102.89,50.14,2
151.47,88.26,95.55,46.2,1
141.09,88.21,111.08,45.7,2
162.89,84.51,104.24,50.19,2
180.98,82.71,87.12,50.55,1
191.44,79.43,99.59,51.52,2
173.13,85.09,100.78,53.3,2
161.02,85.62,87.23,51.55,3
161.02,85.62,87.23,51.55,3
194.72,78.44,56.67,18.18,1
204.47,73.79,130.15,47.67,2
198.24,78.56,142.85,49.77,2
191.23,80.67,93.88,39.07,1
193.36,79.52,128.84,58.35,2
196.8,78.16,77.79,33.39,1
196.84,74.32,109.74,47.66,2
166.6,85.84,80.3,36.05,1
158.87,85.42,86.2,43.58,1
173.9,85.02,82.79,47.44,1
186.26,81.14,83.57,50.31,1
179.41,83.57,97.2,52.12,1
176.54,84.39,83.2,51.85,1
168.22,84.82,103.81,51.39,2
166.55,85.91,90.48,49.53,1
162.81,83.14,78.19,16.28,1
196.39,77.79,93.12,48.04,2
188.0,80.85,83.14,49.12,1
196.65,77.58,93.28,47.8,2
190.38,79.44,100.37,16.3,1
195.12,78.27,104.27,41.5,2
200.21,76.57,96.01,51.11,2
177.53,82.87,78.06,14.67,1
186.83,79.54,86.2,16.74,1
195.06,77.76,85.74,11.35,1
195.06,77.76,85.74,11.35,1
189.7,79.33,100.6,53.53,2
198.32,76.73,87.13,52.93,2
183.81,80.36,83.81,14.41,1
188.14,79.29,88.39,49.75,1
162.81,83.14,78.19,16.28,1
165.29,84.3,77.09,64.14,3
162.49,86.59,93.96,52.97,1
162.49,86.59,93.96,52.97,1
180.98,82.71,87.12,50.55,1
182.85,82.3,95.13,44.32,1
175.42,83.78,103.28,50.61,2
170.12,84.15,90.3,50.45,1
177.56,84.78,107.79,46.34,1
162.81,83.14,78.19,16.28,1
162.81,83.14,78.19,16.28,1
162.81,83.14,78.19,16.28,1
180.73,82.57,90.23,47.33,1
162.81,83.14,78.19,16.28,1
162.81,83.14,78.19,16.28,1
162.81,83.14,78.19,16.28,1
162.81,83.14,78.19,16.28,1
162.81,83.14,78.19,16.28,1
180.73,82.57,90.23,47.33,1
180.73,82.57,90.23,47.33,1
186.26,81.14,83.57,50.31,1
180.73,82.57,90.23,47.33,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
252.04,20.37,192.08,109.93,2
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
189.29,81.29,38.57,39.63,1
189.29,81.29,38.57,39.63,1
189.29,81.29,38.57,39.63,1
189.29,81.29,38.57,39.63,1
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
188.01,79.71,114.51,28.43,1
188.01,79.71,114.51,28.43,1
171.58,85.67,50.0,26.58,1
171.58,85.67,50.0,26.58,1
175.97,84.25,39.64,23.19,1
183.7,83.33,116.35,57.48,2
183.7,83.33,116.35,57.48,2
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
185.22,81.72,116.12,38.86,2
185.22,81.72,116.12,38.86,2
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
169.26,84.91,96.52,52.2,1
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
185.39,82.45,115.69,54.73,2
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
174.4,83.3,107.47,64.31,2
169.26,84.91,96.52,52.2,1
179.18,75.59,128.03,54.26,2
169.26,84.91,96.52,52.2,1
190.26,80.35,137.79,63.61,2
183.82,79.67,113.44,44.5,2
168.42,86.6,111.72,59.57,2
187.13,81.54,38.68,12.33,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
203.1,75.83,93.24,43.9,1
203.1,75.83,93.24,43.9,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
246.54,36.24,19.77,43.07,3
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
187.28,82.22,52.37,31.99,1
169.26,84.91,96.52,52.2,1
155.49,91.65,49.45,45.12,1
169.26,84.91,96.52,52.2,1
182.95,82.79,51.35,17.13,1
187.23,82.66,56.0,40.55,1
178.62,84.45,62.8,52.42,3
250.71,25.56,242.17,44.69,2
